	Amino Acids Biosynthesis	Hormones Biosynthesis	Aromatic Compounds Degradation	Other Biosynthesis	Superpathways	Bioluminescence	Aminoacyl-tRNA Charging	Chlorinated Compounds Degradation	Degradation/Utilization/Assimilation - Other	Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis	Pentose Phosphate Pathways	Hydrogen Production	Generation of Precursor Metabolites and Energy	Interconversions	Carboxylates Degradation	Siderophore Biosynthesis	Reactive Oxygen Species Degradation	Respiration	Fermentation	Metabolic Regulators Biosynthesis	Electron Transfer	Metabolic Clusters	Chemoautotrophic Energy Metabolism	Inorganic Nutrients Metabolism	Protein Modification	Glycolysis	Mercury Detoxification	Amines and Polyamines Degradation	Fatty Acid and Lipids Degradation	Aldehyde Degradation	Arsenate Detoxification	Detoxification	Seleno-Amino Acid Detoxification	Secondary Metabolites Biosynthesis	C1 Compounds Utilization and Assimilation	Inactivation	Polymeric Compounds Degradation	Cofactors, Prosthetic Groups, Electron Carriers Degradation	Cyanide Detoxification	Steroids Degradation	Antibiotic Resistance	Secondary Metabolites Degradation	Amines and Polyamines Biosynthesis	Acetyl-CoA Biosynthesis	Carbohydrates Biosynthesis	Photosynthesis	Methylglyoxal Detoxification	Carbohydrates Degradation	Biosynthesis	Nucleosides and Nucleotides Biosynthesis	Cell Structures Biosynthesis	Other	Amino Acids Degradation	Protein Degradation	Alcohols Degradation	Aromatic Compounds Biosynthesis	Activation	Storage Compounds Biosynthesis	Hormones Degradation	TCA cycle	Acid Resistance	Fatty Acid and Lipid Biosynthesis	Entner-Duodoroff Pathways	Nucleosides and Nucleotides Degradation
Actinomycetospora	0.23387096774193547	0.0	0.03535353535353535	0.0	0.05804749340369393	0.0	0.5	0.0	0.06451612903225806	0.1115702479338843	0.0	0.0	0.03333333333333333	0.0	0.045454545454545456	0.0	1.0	0.017543859649122806	0.015151515151515152	0.07142857142857142	0.0	0.05454545454545454	0.0	0.07317073170731707	0.0	0.2	0.0	0.03278688524590164	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.0	0.03225806451612903	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.02727272727272727	0.07894736842105263	0.0	0.041379310344827586	0.0	0.125	0.008695652173913044	0.0	0.38461538461538464	0.0684931506849315	0.0	0.09565217391304348	0.0	0.15	0.0625	0.2	0.0	0.0	0.2222222222222222	0.0	0.05405405405405406	0.0	0.13513513513513514
Actinoplanes	0.3870967741935484	0.0	0.04040404040404041	0.0	0.20844327176781002	0.0	0.75	0.047619047619047616	0.12903225806451613	0.2975206611570248	0.75	0.2222222222222222	0.1	0.05555555555555555	0.25757575757575757	0.0	1.0	0.21052631578947367	0.18181818181818182	0.2857142857142857	0.1875	0.18181818181818182	0.1111111111111111	0.15447154471544716	0.0	0.6	1.0	0.22950819672131148	0.17142857142857143	0.09090909090909091	0.0	0.13333333333333333	0.0	0.010958904109589041	0.25806451612903225	0.0	0.2608695652173913	0.0	0.0	1.0	0.2857142857142857	0.12727272727272726	0.23684210526315788	0.25	0.13793103448275862	0.0	0.125	0.2608695652173913	0.0	0.6	0.1780821917808219	0.4	0.30434782608695654	0.0	0.35	0.15625	0.3	0.2	0.0	0.6666666666666666	0.6666666666666666	0.0918918918918919	0.0	0.40540540540540543
Actinopolymorpha	0.20967741935483872	0.0	0.005050505050505051	0.0	0.052770448548812667	0.0	0.5	0.0	0.03225806451612903	0.08264462809917356	0.25	0.0	0.03333333333333333	0.0	0.07575757575757576	0.0	1.0	0.03508771929824561	0.045454545454545456	0.10714285714285714	0.03125	0.01818181818181818	0.0	0.04878048780487805	0.0	0.4	0.0	0.01639344262295082	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.0013698630136986301	0.06451612903225806	0.0	0.021739130434782608	0.0	0.0	0.0	0.14285714285714285	0.05454545454545454	0.02631578947368421	0.25	0.041379310344827586	0.14285714285714285	0.125	0.05217391304347826	0.0	0.4	0.0547945205479452	0.0	0.12173913043478261	0.0	0.15	0.125	0.0	0.0	0.0	0.1111111111111111	0.0	0.032432432432432434	0.0	0.08108108108108109
Actinopolyspora	0.31451612903225806	0.0	0.08585858585858586	0.0	0.09762532981530343	0.0	0.5	0.14285714285714285	0.03225806451612903	0.19421487603305784	0.25	0.0	0.06666666666666667	0.0	0.15151515151515152	0.0	1.0	0.05263157894736842	0.030303030303030304	0.14285714285714285	0.03125	0.10909090909090909	0.0	0.07317073170731707	0.0	0.2	0.0	0.09836065573770492	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.00410958904109589	0.06451612903225806	0.0	0.043478260869565216	0.0	0.0	0.0	0.14285714285714285	0.07272727272727272	0.13157894736842105	0.25	0.04827586206896552	0.0	0.125	0.0782608695652174	0.0	0.5230769230769231	0.0958904109589041	0.0	0.21739130434782608	0.0	0.15	0.125	0.2	0.0	0.0	0.2222222222222222	0.3333333333333333	0.05945945945945946	0.3333333333333333	0.1891891891891892
Actinospica	0.22580645161290322	0.0	0.030303030303030304	0.0	0.08443271767810026	0.0	0.75	0.023809523809523808	0.03225806451612903	0.1446280991735537	0.25	0.0	0.0	0.0	0.07575757575757576	0.0	1.0	0.05263157894736842	0.06060606060606061	0.17857142857142858	0.03125	0.09090909090909091	0.0	0.07317073170731707	0.0	0.2	0.0	0.13114754098360656	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.0027397260273972603	0.03225806451612903	0.0	0.08695652173913043	0.0	0.0	0.0	0.0	0.05454545454545454	0.05263157894736842	0.0	0.05517241379310345	0.0	0.125	0.09565217391304348	0.0	0.5230769230769231	0.0684931506849315	0.0	0.14782608695652175	0.0	0.15	0.125	0.2	0.0	0.0	0.3333333333333333	0.3333333333333333	0.05405405405405406	0.0	0.16216216216216217
Actinosynnema	0.3709677419354839	0.014492753623188406	0.020202020202020204	0.0	0.158311345646438	0.0	0.75	0.0	0.06451612903225806	0.2768595041322314	0.75	0.0	0.06666666666666667	0.05555555555555555	0.09090909090909091	0.0	1.0	0.15789473684210525	0.18181818181818182	0.2857142857142857	0.1875	0.14545454545454545	0.1111111111111111	0.08943089430894309	0.0	0.2	0.0	0.06557377049180328	0.17142857142857143	0.18181818181818182	0.4	0.0	0.0	0.012328767123287671	0.1935483870967742	0.0	0.08695652173913043	0.0	0.0	0.375	0.2857142857142857	0.05454545454545454	0.15789473684210525	0.25	0.08275862068965517	0.14285714285714285	0.125	0.1565217391304348	0.0	0.47692307692307695	0.1232876712328767	0.0	0.24347826086956523	0.0	0.35	0.09375	0.3	0.0	0.0	0.5555555555555556	0.0	0.07027027027027027	0.3333333333333333	0.24324324324324326
Actinotignum	0.20967741935483872	0.0	0.015151515151515152	0.0	0.05804749340369393	0.0	0.5	0.0	0.03225806451612903	0.08677685950413223	0.25	0.0	0.0	0.0	0.15151515151515152	0.0	1.0	0.017543859649122806	0.045454545454545456	0.07142857142857142	0.0	0.07272727272727272	0.0	0.024390243902439025	0.0	0.2	0.0	0.06557377049180328	0.02857142857142857	0.09090909090909091	0.0	0.0	0.0	0.0027397260273972603	0.06451612903225806	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.1	0.02631578947368421	0.25	0.034482758620689655	0.0	0.0	0.06956521739130435	0.0	0.3076923076923077	0.0684931506849315	0.0	0.06956521739130435	0.0	0.05	0.125	0.1	0.0	0.0	0.0	0.0	0.04864864864864865	0.0	0.02702702702702703
Adhaeribacter	0.29838709677419356	0.0	0.030303030303030304	0.0	0.09498680738786279	0.0	0.5	0.11904761904761904	0.0	0.10743801652892562	0.25	0.0	0.03333333333333333	0.0	0.15151515151515152	0.0	1.0	0.07017543859649122	0.015151515151515152	0.07142857142857142	0.09375	0.10909090909090909	0.0	0.06504065040650407	0.0	0.2	0.0	0.06557377049180328	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.00410958904109589	0.0967741935483871	0.0	0.06521739130434782	0.0	0.0	0.0	0.0	0.1	0.10526315789473684	0.0	0.06206896551724138	0.0	0.125	0.12173913043478261	0.0	0.5230769230769231	0.0684931506849315	0.0	0.12173913043478261	0.0	0.15	0.125	0.2	0.0	0.0	0.3333333333333333	0.0	0.04864864864864865	0.0	0.16216216216216217
Adlercreutzia	0.3548387096774194	0.0	0.005050505050505051	0.0	0.11345646437994723	0.0	0.75	0.0	0.06451612903225806	0.1652892561983471	0.75	0.5555555555555556	0.0	0.05555555555555555	0.045454545454545456	0.0	0.0	0.12280701754385964	0.09090909090909091	0.03571428571428571	0.125	0.10909090909090909	0.3333333333333333	0.11382113821138211	0.0	0.0	0.0	0.03278688524590164	0.14285714285714285	0.0	0.2	0.0	0.0	0.0027397260273972603	0.16129032258064516	0.0	0.0	0.0	0.0	0.125	0.2857142857142857	0.01818181818181818	0.05263157894736842	0.0	0.034482758620689655	0.0	0.0	0.02608695652173913	0.0	0.5384615384615384	0.0821917808219178	0.2	0.12173913043478261	0.0	0.15	0.09375	0.2	0.0	0.0	0.3333333333333333	0.0	0.05405405405405406	0.0	0.08108108108108109
Advenella	0.3951612903225806	0.043478260869565216	0.10606060606060606	0.0	0.20052770448548812	0.0	0.5	0.047619047619047616	0.0967741935483871	0.2809917355371901	0.25	0.1111111111111111	0.03333333333333333	0.0	0.36363636363636365	0.0	1.0	0.3333333333333333	0.16666666666666666	0.03571428571428571	0.5	0.12727272727272726	0.3333333333333333	0.21138211382113822	0.0	0.4	0.0	0.19672131147540983	0.14285714285714285	0.2727272727272727	0.4	0.06666666666666667	0.0	0.00821917808219178	0.1935483870967742	0.0	0.043478260869565216	0.0	0.0	0.125	0.0	0.10909090909090909	0.15789473684210525	0.25	0.08275862068965517	0.14285714285714285	0.25	0.05217391304347826	0.0	0.5384615384615384	0.1506849315068493	0.2	0.28695652173913044	0.0	0.35	0.1875	0.3	0.2	0.0	0.6666666666666666	0.0	0.15675675675675677	0.0	0.21621621621621623
Aequorivita	0.4032258064516129	0.0	0.010101010101010102	0.0	0.15303430079155672	0.0	0.5	0.0	0.06451612903225806	0.23553719008264462	0.75	0.0	0.0	0.1111111111111111	0.10606060606060606	0.0	1.0	0.05263157894736842	0.045454545454545456	0.0	0.0625	0.12727272727272726	0.05555555555555555	0.08943089430894309	0.0	0.2	0.0	0.08196721311475409	0.08571428571428572	0.18181818181818182	0.4	0.0	0.0	0.0027397260273972603	0.03225806451612903	0.0	0.043478260869565216	0.0	0.0	0.25	0.14285714285714285	0.045454545454545456	0.18421052631578946	0.25	0.05517241379310345	0.0	0.25	0.05217391304347826	0.0	0.5846153846153846	0.1232876712328767	0.2	0.25217391304347825	0.0	0.1	0.15625	0.2	0.2	0.0	0.2222222222222222	0.6666666666666666	0.10810810810810811	0.0	0.3783783783783784
Aerococcus	0.28225806451612906	0.0	0.015151515151515152	0.0	0.12401055408970976	0.0	0.75	0.0	0.0	0.2231404958677686	0.25	0.0	0.06666666666666667	0.05555555555555555	0.18181818181818182	0.0	1.0	0.05263157894736842	0.16666666666666666	0.10714285714285714	0.03125	0.14545454545454545	0.1111111111111111	0.032520325203252036	0.0	0.2	1.0	0.08196721311475409	0.11428571428571428	0.2727272727272727	0.2	0.0	0.0	0.00821917808219178	0.1935483870967742	0.0	0.08695652173913043	0.0	0.0	0.0	0.2857142857142857	0.07272727272727272	0.05263157894736842	0.25	0.0896551724137931	0.0	0.25	0.20869565217391303	0.0	0.6461538461538462	0.1506849315068493	0.0	0.11304347826086956	0.0	0.35	0.15625	0.1	0.0	0.0	0.0	0.0	0.07567567567567568	0.0	0.1891891891891892
Aeromicrobium	0.3467741935483871	0.0	0.020202020202020204	0.0	0.15567282321899736	0.0	0.75	0.023809523809523808	0.16129032258064516	0.23140495867768596	0.25	0.3333333333333333	0.06666666666666667	0.0	0.12121212121212122	0.0	1.0	0.12280701754385964	0.030303030303030304	0.10714285714285714	0.09375	0.10909090909090909	0.16666666666666666	0.06504065040650407	0.0	0.2	1.0	0.01639344262295082	0.11428571428571428	0.09090909090909091	0.4	0.0	0.0	0.00410958904109589	0.16129032258064516	0.0	0.043478260869565216	0.0	0.0	1.0	0.2857142857142857	0.00909090909090909	0.07894736842105263	0.25	0.07586206896551724	0.0	0.125	0.08695652173913043	0.0	0.6461538461538462	0.136986301369863	0.0	0.14782608695652175	0.0	0.3	0.125	0.3	0.0	0.0	0.0	0.0	0.08648648648648649	0.0	0.32432432432432434
Aeromonas	0.3225806451612903	0.028985507246376812	0.010101010101010102	0.0	0.17941952506596306	0.0	0.25	0.0	0.06451612903225806	0.2727272727272727	0.25	0.1111111111111111	0.06666666666666667	0.05555555555555555	0.13636363636363635	0.10526315789473684	1.0	0.2807017543859649	0.10606060606060606	0.10714285714285714	0.34375	0.12727272727272726	0.2222222222222222	0.16260162601626016	0.0	0.4	1.0	0.13114754098360656	0.17142857142857143	0.18181818181818182	0.2	0.06666666666666667	0.0	0.009589041095890411	0.22580645161290322	0.0	0.08695652173913043	0.0	0.0	0.125	0.14285714285714285	0.05454545454545454	0.15789473684210525	0.25	0.10344827586206896	0.0	0.25	0.16521739130434782	0.0	0.676923076923077	0.1643835616438356	0.0	0.28695652173913044	0.0	0.4	0.1875	0.3	0.0	0.0	0.7777777777777778	0.3333333333333333	0.14054054054054055	0.3333333333333333	0.40540540540540543
Aeropyrum	0.27419354838709675	0.0	0.0	0.0	0.052770448548812667	0.0	0.75	0.0	0.03225806451612903	0.09504132231404959	0.0	0.0	0.03333333333333333	0.0	0.045454545454545456	0.0	0.0	0.05263157894736842	0.015151515151515152	0.03571428571428571	0.0625	0.09090909090909091	0.16666666666666666	0.08130081300813008	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.6	0.0	0.0	0.00410958904109589	0.06451612903225806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05263157894736842	0.25	0.013793103448275862	0.0	0.125	0.034782608695652174	0.0	0.2923076923076923	0.0410958904109589	0.0	0.14782608695652175	0.0	0.1	0.09375	0.2	0.0	0.0	0.0	0.3333333333333333	0.016216216216216217	0.6666666666666666	0.10810810810810811
Aestuariibacter	0.29838709677419356	0.0	0.0	0.0	0.10026385224274406	0.0	0.5	0.023809523809523808	0.03225806451612903	0.14049586776859505	0.25	0.0	0.06666666666666667	0.0	0.045454545454545456	0.0	1.0	0.03508771929824561	0.0	0.07142857142857142	0.0	0.10909090909090909	0.0	0.08130081300813008	0.0	0.4	0.0	0.0	0.08571428571428572	0.18181818181818182	0.0	0.06666666666666667	0.0	0.0027397260273972603	0.03225806451612903	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.00909090909090909	0.02631578947368421	0.0	0.04827586206896552	0.0	0.25	0.017391304347826087	0.0	0.5384615384615384	0.0958904109589041	0.0	0.19130434782608696	0.0	0.15	0.15625	0.2	0.0	0.0	0.5555555555555556	0.3333333333333333	0.08108108108108109	0.3333333333333333	0.08108108108108109
Aestuariimicrobium	0.27419354838709675	0.0	0.010101010101010102	0.0	0.08179419525065963	0.0	0.5	0.0	0.0	0.09090909090909091	0.25	0.0	0.0	0.0	0.10606060606060606	0.0	1.0	0.08771929824561403	0.07575757575757576	0.07142857142857142	0.09375	0.09090909090909091	0.0	0.06504065040650407	0.0	0.2	0.0	0.01639344262295082	0.02857142857142857	0.09090909090909091	0.0	0.06666666666666667	0.0	0.0027397260273972603	0.03225806451612903	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.05454545454545454	0.05263157894736842	0.25	0.04827586206896552	0.0	0.125	0.08695652173913043	0.0	0.5384615384615384	0.1095890410958904	0.0	0.11304347826086956	0.0	0.15	0.125	0.1	0.0	0.0	0.2222222222222222	0.0	0.043243243243243246	0.0	0.16216216216216217
Afifella	0.31451612903225806	0.014492753623188406	0.015151515151515152	0.0	0.10026385224274406	0.0	0.5	0.0	0.0	0.128099173553719	0.25	0.0	0.06666666666666667	0.0	0.12121212121212122	0.05263157894736842	1.0	0.05263157894736842	0.015151515151515152	0.07142857142857142	0.03125	0.07272727272727272	0.0	0.10569105691056911	0.0	0.4	0.0	0.06557377049180328	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.0013698630136986301	0.0967741935483871	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.01818181818181818	0.10526315789473684	0.25	0.05517241379310345	0.14285714285714285	0.125	0.02608695652173913	0.0	0.49230769230769234	0.1095890410958904	0.0	0.1391304347826087	0.0	0.05	0.125	0.2	0.0	0.0	0.3333333333333333	0.0	0.10270270270270271	0.3333333333333333	0.2972972972972973
Afipia	0.3709677419354839	0.014492753623188406	0.03535353535353535	0.0	0.13984168865435356	0.0	0.75	0.0	0.03225806451612903	0.256198347107438	0.25	0.2222222222222222	0.03333333333333333	0.0	0.15151515151515152	0.0	0.5	0.15789473684210525	0.030303030303030304	0.21428571428571427	0.21875	0.09090909090909091	0.16666666666666666	0.10569105691056911	0.0	0.2	1.0	0.04918032786885246	0.08571428571428572	0.18181818181818182	0.4	0.13333333333333333	0.0	0.005479452054794521	0.1935483870967742	0.0	0.06521739130434782	0.0	0.0	0.125	0.14285714285714285	0.02727272727272727	0.07894736842105263	0.25	0.1103448275862069	0.0	0.25	0.05217391304347826	0.0	0.5230769230769231	0.1232876712328767	0.2	0.14782608695652175	0.0	0.2	0.09375	0.2	0.2	0.0	0.6666666666666666	0.3333333333333333	0.11351351351351352	0.0	0.10810810810810811
Agarivorans	0.31451612903225806	0.0	0.015151515151515152	0.0	0.1503957783641161	0.0	0.25	0.0	0.03225806451612903	0.19834710743801653	0.25	0.0	0.1	0.05555555555555555	0.13636363636363635	0.10526315789473684	1.0	0.05263157894736842	0.10606060606060606	0.03571428571428571	0.0625	0.10909090909090909	0.0	0.10569105691056911	0.0	0.4	0.0	0.13114754098360656	0.05714285714285714	0.18181818181818182	0.2	0.06666666666666667	0.0	0.005479452054794521	0.06451612903225806	0.0	0.10869565217391304	0.0	0.0	0.0	0.14285714285714285	0.045454545454545456	0.13157894736842105	0.25	0.06896551724137931	0.0	0.25	0.11304347826086956	0.0	0.5692307692307692	0.1232876712328767	0.0	0.14782608695652175	0.0	0.25	0.15625	0.2	0.0	0.0	0.4444444444444444	0.3333333333333333	0.0918918918918919	0.3333333333333333	0.3783783783783784
Aggregatibacter	0.3467741935483871	0.028985507246376812	0.005050505050505051	0.0	0.1820580474934037	0.0	0.25	0.0	0.03225806451612903	0.2768595041322314	0.25	0.1111111111111111	0.0	0.0	0.12121212121212122	0.0	0.5	0.14035087719298245	0.15151515151515152	0.07142857142857142	0.09375	0.10909090909090909	0.1111111111111111	0.07317073170731707	0.0	0.6	0.0	0.06557377049180328	0.05714285714285714	0.18181818181818182	0.2	0.0	0.0	0.00410958904109589	0.1935483870967742	0.0	0.08695652173913043	0.0	0.0	0.0	0.14285714285714285	0.06363636363636363	0.07894736842105263	0.25	0.0896551724137931	0.0	0.125	0.1565217391304348	0.0	0.6307692307692307	0.1095890410958904	0.2	0.1391304347826087	0.0	0.2	0.15625	0.2	0.0	0.0	0.2222222222222222	0.0	0.15675675675675677	0.0	0.3783783783783784
Agrobacterium	0.4596774193548387	0.043478260869565216	0.10101010101010101	0.0	0.2612137203166227	0.0	0.75	0.07142857142857142	0.06451612903225806	0.3140495867768595	0.75	0.2222222222222222	0.13333333333333333	0.05555555555555555	0.3939393939393939	0.0	1.0	0.3684210526315789	0.21212121212121213	0.14285714285714285	0.5	0.16363636363636364	0.3333333333333333	0.21138211382113822	0.0	0.4	0.0	0.3770491803278688	0.17142857142857143	0.2727272727272727	0.4	0.0	0.0	0.005479452054794521	0.25806451612903225	0.0	0.10869565217391304	0.0	0.0	0.125	0.14285714285714285	0.2	0.2894736842105263	0.25	0.11724137931034483	0.14285714285714285	0.25	0.21739130434782608	0.0	0.6307692307692307	0.1506849315068493	0.2	0.34782608695652173	0.0	0.35	0.15625	0.3	0.2	0.0	0.7777777777777778	0.0	0.16216216216216217	0.3333333333333333	0.5135135135135135
Agrococcus	0.2661290322580645	0.0	0.015151515151515152	0.0	0.079155672823219	0.0	0.5	0.0	0.06451612903225806	0.09090909090909091	0.25	0.0	0.03333333333333333	0.05555555555555555	0.07575757575757576	0.0	1.0	0.05263157894736842	0.06060606060606061	0.03571428571428571	0.03125	0.05454545454545454	0.0	0.04065040650406504	0.0	0.2	1.0	0.04918032786885246	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02727272727272727	0.07894736842105263	0.0	0.027586206896551724	0.0	0.125	0.043478260869565216	0.0	0.5384615384615384	0.0684931506849315	0.0	0.1565217391304348	0.0	0.15	0.09375	0.1	0.0	0.0	0.2222222222222222	0.0	0.032432432432432434	0.0	0.13513513513513514
Agromyces	0.29838709677419356	0.0	0.04040404040404041	0.0	0.10290237467018469	0.0	0.5	0.0	0.06451612903225806	0.15289256198347106	0.25	0.0	0.03333333333333333	0.0	0.16666666666666666	0.0	1.0	0.05263157894736842	0.045454545454545456	0.07142857142857142	0.03125	0.07272727272727272	0.0	0.04878048780487805	0.0	0.4	0.0	0.13114754098360656	0.08571428571428572	0.09090909090909091	0.0	0.0	0.0	0.0	0.03225806451612903	0.0	0.021739130434782608	0.0	0.0	0.125	0.14285714285714285	0.09090909090909091	0.10526315789473684	0.25	0.06896551724137931	0.0	0.125	0.09565217391304348	0.0	0.5384615384615384	0.0958904109589041	0.0	0.23478260869565218	0.0	0.15	0.125	0.1	0.0	0.0	0.2222222222222222	0.3333333333333333	0.043243243243243246	0.0	0.40540540540540543
Akkermansia	0.2661290322580645	0.0	0.010101010101010102	0.0	0.08179419525065963	0.0	0.75	0.0	0.0	0.1652892561983471	0.5	0.0	0.0	0.0	0.030303030303030304	0.0	0.5	0.08771929824561403	0.12121212121212122	0.10714285714285714	0.15625	0.07272727272727272	0.05555555555555555	0.07317073170731707	0.0	0.0	0.0	0.01639344262295082	0.0	0.09090909090909091	0.0	0.0	0.0	0.0013698630136986301	0.03225806451612903	0.0	0.06521739130434782	0.0	0.0	0.0	0.0	0.01818181818181818	0.0	0.0	0.06896551724137931	0.14285714285714285	0.125	0.06956521739130435	0.0	0.35384615384615387	0.0821917808219178	0.0	0.08695652173913043	0.0	0.1	0.09375	0.2	0.0	0.0	0.1111111111111111	0.6666666666666666	0.07567567567567568	0.0	0.0
Alcaligenes	0.3225806451612903	0.057971014492753624	0.0707070707070707	0.0	0.15303430079155672	0.0	0.5	0.047619047619047616	0.06451612903225806	0.22727272727272727	0.75	0.1111111111111111	0.06666666666666667	0.0	0.18181818181818182	0.05263157894736842	0.5	0.2631578947368421	0.16666666666666666	0.07142857142857142	0.3125	0.09090909090909091	0.2777777777777778	0.17886178861788618	0.0	0.2	0.0	0.09836065573770492	0.11428571428571428	0.2727272727272727	0.6	0.0	0.0	0.00684931506849315	0.16129032258064516	0.0	0.021739130434782608	0.0	0.0	0.125	0.0	0.02727272727272727	0.10526315789473684	0.25	0.06206896551724138	0.0	0.25	0.017391304347826087	0.0	0.5538461538461539	0.1232876712328767	0.2	0.24347826086956523	0.0	0.3	0.1875	0.3	0.2	0.0	0.6666666666666666	0.6666666666666666	0.11351351351351352	0.0	0.21621621621621623
